face_recognition_dst,openface_OEN_dst,openface_IEBL_dst,dlib_trained_model,sift_feature,is_different_gender,pca_eigenface_dst,target
,,,0.7390001558790683,7,0,7198704.121403554,1
,,,0.8116760933130086,7,1,5859708.335772396,1
,,,0.9899607159405323,16,1,26403554.5928027,1
,,,0.778859306484948,6,1,5787711.430418763,1
0.7605713208041087,1.1347897052764893,1.1203281879425049,0.7304929664142685,11,1,10238882.85705743,1
0.8614561353778231,1.2943580150604248,1.2628309726715088,0.801215254495328,9,0,9558355.5126689,1
,,,0.8798275478203655,5,1,9006180.069881013,1
,,,0.795046468162912,18,0,6224571.899330749,1
,,,0.7550046147187223,4,1,8175529.713205897,1
,,,0.7185257345380304,7,0,9479619.172583781,1
,,,0.7233070171474464,8,0,13461814.754522534,1
0.8104308218126705,1.3402607440948486,1.0853919982910156,0.8162363557991895,8,1,8724864.000946978,1
,,,0.8880230378921514,8,1,3843317.6887933686,1
0.8387396528882597,1.2145707607269287,1.4708694219589233,0.8432656150046653,7,1,14607071.06028317,1
,,,0.8814234964888358,8,0,9111097.038539572,1
,,,0.9137998587030901,15,1,15411627.762518939,1
,,,0.7289973979658234,20,1,6218132.984981264,1
,,,0.7553833693570958,15,1,13759048.50420786,1
,,,0.8365428265238004,7,1,12910424.200261759,1
,,,0.7592222381910104,3,1,6115849.281975849,1
0.8395567073726896,1.2436764240264893,1.1752156019210815,0.8127564599329101,9,1,6067058.914073977,1
0.7866514487941138,1.0914860963821411,1.1378380060195923,0.7287246417690163,9,1,6895367.333089805,1
,,,0.8650566816542045,10,1,8570435.415469741,1
,,,0.7136693229903175,14,0,4975226.646952328,1
,,,0.817262260335932,9,0,10293707.674229946,1
,,,0.6962677697776782,6,0,11090626.209015343,1
0.9445708593493886,1.5185133218765259,1.4788000583648682,0.9541903418488962,8,0,11072161.529638214,1
0.8547200148924506,1.4000709056854248,1.3370550870895386,0.8424392711602467,5,0,11862046.473271146,1
,,,0.7631700097653543,9,0,12517236.767476197,1
,,,0.8173122082726538,3,1,7903209.456742113,1
0.8231969050598223,1.2960209846496582,1.3251869678497314,0.7765114077440017,3,1,8704539.630735334,1
0.7846015499011071,1.0351965427398682,0.9755648970603943,0.7963660089596389,9,1,4296887.798051573,1
,,,0.9083752604487126,7,1,7796249.656592715,1
,,,0.8411132922052249,9,0,16793652.409998864,1
,,,0.7840093635453281,9,1,9308909.453469723,1
,,,0.652161105528187,9,1,6926859.747803511,1
0.7644751959044636,1.3769077062606812,1.3895570039749146,0.7288930807282422,7,0,12202154.935526943,1
,,,0.6953655362557991,5,1,18286033.798605006,1
,,,0.7672996669904526,5,0,10747639.11505334,1
,,,0.898180136735224,7,0,7495071.665281927,1
0.7305342726970879,1.201566219329834,1.1848021745681763,0.7659508654188762,3,0,12156388.863328205,1
,,,0.7239195342812956,8,0,14091713.2533781,1
,,,0.7615488123652558,15,0,4065158.2992550246,1
,,,0.7688245080826864,9,0,16736216.247483417,1
,,,0.9426950691795688,8,1,6214330.1647120435,1
,,,0.8594140242983246,14,0,11159074.85254098,1
,,,0.8759036550888578,10,0,5666378.977834962,1
,,,0.7964169313545064,10,0,10611105.987994373,1
,,,0.7416678987993546,10,1,23021317.901497304,1
0.7375501025929707,1.180254340171814,1.0804153680801392,0.711213381765078,11,0,11574254.013328226,1
,,,0.8235943433666094,13,1,10320129.426215762,1
,,,0.8492937971282842,8,0,7255507.423349831,1
,,,0.7179939794430688,4,1,6916188.092261841,1
,,,0.753870325462903,8,1,6647971.176449288,1
,,,0.7086063009145601,8,0,6495965.845911176,1
,,,0.6587407364497597,7,1,3698024.2158222813,1
,,,0.6919849752123537,8,1,10663838.47620136,1
,,,0.6961432045703864,7,1,20539255.012700062,1
,,,0.8570466941705663,6,1,18855552.44941505,1
,,,0.7638154236407676,6,0,12421097.115292512,1
,,,0.7862478964451288,10,0,6041912.78272142,1
,,,0.9271404824127125,5,1,17226856.429745328,1
,,,0.8453195121664724,6,0,14140309.874021932,1
,,,0.792518647495961,8,0,4045821.0501099164,1
0.8141070935815832,1.2302355766296387,1.3696339130401611,0.7519701747337714,13,0,3694222.102659841,1
,,,0.7818150540325934,6,1,6374723.902995369,1
,,,0.741921220004128,8,0,6029604.882088089,1
,,,0.6665623721406755,9,0,6727925.861518394,1
0.7212329193069825,1.1760303974151611,1.0406326055526733,0.750070713559904,14,0,10887377.557151424,1
0.6871428410855444,1.250173568725586,1.253387212753296,0.6944882879729889,11,1,3539534.716100691,1
,,,0.8198639952221934,9,1,6323431.791301658,1
,,,0.8108176634666446,6,1,8083013.983275792,1
,,,0.7860426199451442,12,0,9631249.736527862,1
0.8675356329399495,1.3652770519256592,1.4171195030212402,0.8725648958585451,11,0,7059614.096223816,1
0.9634506383617657,1.5686326026916504,1.5740933418273926,0.9180360514743033,10,0,12479548.68314574,1
,,,0.7998473445859474,7,0,7844418.477633922,1
,,,0.7904690595665634,15,0,8891814.033305468,1
,,,0.7616450967136073,3,0,5223148.891038049,1
,,,0.6354585475673548,6,1,9062177.270096742,1
0.8288769362242113,1.3088023662567139,1.2851001024246216,0.7913122269036788,6,0,11144521.180770598,1
,,,0.8461198777291787,4,0,8591065.25581086,1
,,,0.7535384020004652,8,1,3866983.13854612,1
0.776006926507067,1.1849169731140137,1.2466334104537964,0.7624870843119715,7,0,9856634.366176825,1
,,,0.752538409550205,8,1,31019064.706456933,1
,,,0.6161008471625035,9,1,11767156.27876982,1
,,,0.7266064845685472,10,0,10643303.38816892,1
0.9559171054573563,1.463348150253296,1.4081640243530273,0.9213723509940361,9,0,13280829.359664269,1
0.7818221235052868,1.2155671119689941,1.25617253780365,0.7867457166305677,9,0,11494821.173063636,1
,,,0.8068015103914238,9,0,11321456.267986225,1
,,,0.7857745677727364,3,1,6478382.221583412,1
0.8829113532071747,1.3444114923477173,1.2165024280548096,0.89310099096047,6,1,8710540.138880482,1
,,,0.9261112217918688,5,1,7438573.833465122,1
0.8293687142171275,1.073001503944397,0.9599798917770386,0.796113340952862,11,0,11772444.023279535,1
0.8554016185275429,1.5075520277023315,1.6238681077957153,0.8478940970361718,4,0,5414181.566150188,1
0.8676315154928215,1.3398334980010986,1.2854714393615723,0.827832495150659,12,0,6448795.459645004,1
0.7703952742974244,1.338517189025879,1.4251617193222046,0.7533523028895651,9,0,7038007.0343111,1
0.8131797660119617,1.2348308563232422,1.0736267566680908,0.7728706530838446,14,1,7167498.084936229,1
0.9661641176473363,1.4852246046066284,1.4621691703796387,0.9056139821408868,7,1,6133275.221491411,1
,,,0.8639413258082111,7,0,9400777.473588264,1
,,,0.8357382746982153,9,0,9828464.646227915,1
,,,0.6560725372531123,14,1,3016655.4143641433,1
,,,0.833836675823151,11,0,4214325.303173451,1
,,,0.5900032558852154,12,1,12404681.631367268,1
,,,0.7014375919605914,4,0,3455582.756397537,1
,,,0.815466187553022,11,1,17199349.97595717,1
,,,0.8776353915287518,5,1,8843496.012733426,1
0.7459114783859155,1.1771141290664673,1.2173041105270386,0.7481407749911774,7,0,5384701.57733574,1
,,,0.716835221623827,10,0,17318965.57327625,1
0.7240903476947267,1.017067790031433,0.9248655438423157,0.7280802754155297,4,1,5779612.936453833,1
,,,0.8411992538778406,8,0,16762589.209101334,1
,,,0.8219747727462741,6,0,7628361.293535592,1
,,,0.9140774076014917,13,0,9266809.729931442,1
0.7977244558958746,0.9794408082962036,1.0186692476272583,0.7786536942565739,19,1,3709009.1196680143,1
,,,0.7252607707144058,9,1,7415892.676351782,1
,,,0.8676154074504498,9,1,8106501.242119684,1
0.7927187198735615,0.7580154538154602,0.8798773884773254,0.7894504900442221,7,1,16798139.002525494,1
0.8881473737439353,1.5282694101333618,1.5401746034622192,0.8679207607456683,7,1,5732550.0304184,1
,,,0.8745580325051601,8,1,15155882.79611295,1
0.9050367143233264,1.4236093759536743,1.2729600667953491,0.9085009230203703,8,1,5762392.765011597,1
,,,0.7509950361045044,11,0,8754891.290410064,1
,,,0.6897005807405686,5,1,6191984.176212986,1
,,,1.0270499081965843,11,0,6575547.885706598,1
,,,0.7583041770907453,11,0,3924429.200556497,1
,,,0.7518591913235301,9,0,7556389.136919301,1
0.6475765976395501,1.1107884645462036,1.1485716104507446,0.6759020235089895,8,0,8539241.399817698,1
,,,0.7999655248254405,7,1,14274205.492787069,1
0.8428792146450432,1.5411555767059326,1.502659797668457,0.8801786716301451,4,0,9238258.172320688,1
,,,0.7587207504499444,5,1,15649801.83251922,1
0.8279329935106657,1.4184870719909668,1.4823815822601318,0.8261259819800435,7,1,8142477.420932895,1
,,,0.9718627706163486,12,1,13966589.294233581,1
0.8113614057711737,1.3746479749679565,1.3713221549987793,0.8205214876079278,16,1,8208870.505045624,1
0.7611932854627824,1.1613115072250366,1.05373215675354,0.7202811168825101,7,0,7170558.443085203,1
,,,0.7248464194262643,10,1,12978745.564566784,1
0.798702232441209,1.3258516788482666,1.3203473091125488,0.8108096731987005,6,1,8276614.16311042,1
0.819906391461998,1.3317195177078247,1.3334243297576904,0.8151566904797332,7,0,10230100.590835093,1
,,,0.6784080805167177,20,0,9467663.41112748,1
,,,0.8287442368774595,8,1,4850891.818975611,1
0.7351802197326182,1.0278282165527344,1.0485550165176392,0.742572411260185,15,1,9343743.654831318,1
,,,0.7696548082177319,9,0,11812479.702123538,1
,,,1.0105604229293894,9,0,5529687.458857012,1
,,,0.809873417687305,4,0,6157220.68552951,1
,,,0.8516022199770794,8,0,3972893.5922322413,1
,,,0.7847519873818991,9,0,13959852.687929217,1
0.9613931205741467,1.4892317056655884,1.5008258819580078,0.9256528844177522,9,0,11826083.729486782,1
0.9099938677900515,1.5075136423110962,1.405037760734558,0.9334226392646511,7,0,4604849.771821063,1
0.7438180391894158,1.43577241897583,1.2492719888687134,0.7272900069897614,8,1,6579729.715210534,1
0.8202139062609499,1.3468024730682373,1.2880480289459229,0.7642755856071205,12,1,10459319.860558432,1
,,,0.8052948705727093,11,1,6131675.038845584,1
,,,0.6944737117272277,12,1,7408656.852659901,1
,,,0.6833423405365848,11,0,12696875.831023082,1
,,,0.7944319470595098,15,0,10068249.505475743,1
,,,0.6220025952416673,3,1,13085884.262731832,1
,,,0.7572381452152265,8,0,11184425.337753298,1
,,,0.5249009708906791,8,0,15383670.174604386,1
,,,0.7515032485445029,16,0,6378280.650104737,1
0.7367553778627276,1.2655234336853027,1.4419552087783813,0.769641902446968,11,0,14581487.936939837,1
,,,0.813234529300389,9,1,9886487.00026496,1
,,,0.7920277602527687,12,0,6200929.076994995,1
,,,0.8793931352592457,12,0,4958864.196035672,1
0.8428189727482345,1.434963345527649,1.2304332256317139,0.8163057512036794,15,0,11392111.791775946,1
,,,0.6256551636247168,3,0,8761346.468215518,1
,,,0.696341686694011,4,0,18528541.726067178,1
,,,0.8939494358335905,13,0,12321624.161742318,1
,,,0.8058417966481566,8,0,11973068.60187847,1
0.8440151049411997,1.5796805620193481,1.5604244470596313,0.8247412215708566,1,1,8270696.38645867,1
0.7717633888434113,1.1893978118896484,1.2203806638717651,0.792099598934455,12,0,5108178.985271365,1
0.7831613155177867,1.259855031967163,1.2687386274337769,0.7432528968943781,7,1,4073133.7566400273,1
,,,1.0069973527493503,11,0,11196856.98207334,1
,,,0.8614565458081419,8,0,15940293.319045939,1
0.6545782421638229,0.9399286508560181,0.8870682120323181,0.625274293598983,16,1,4436570.378713945,1
,,,0.8173012438027415,13,1,13265504.234395616,1
0.7856252351050699,1.0413644313812256,1.066773772239685,0.7939116916947861,12,1,10160435.016539032,1
0.734384219473812,1.224854826927185,1.2341763973236084,0.7400252531094808,10,1,8656641.631591318,1
,,,0.865159421891145,11,0,8230160.076013589,1
,,,0.7748484489585464,23,0,10858480.224324673,1
0.780446819390994,1.2464083433151245,1.1753584146499634,0.760719993613258,8,1,8394844.538245156,1
0.7077392552411712,1.0680123567581177,1.2608708143234253,0.6581300445137512,10,0,4680194.120676834,1
0.8780013828015074,1.3849849700927734,1.2338441610336304,0.8760666329376865,9,1,8561486.979153825,1
,,,0.7923133087051075,17,1,9352051.452403478,1
0.7831480944919232,1.410931944847107,1.3525038957595825,0.7669842632191161,8,1,9204690.399204202,1
,,,0.6696177080779872,10,0,5719438.149374858,1
,,,0.7385689080221799,6,0,6620817.568944942,1
0.8360379517144932,1.5130614042282104,1.5023115873336792,0.8156888684693505,16,0,6573019.978963855,1
0.7780838100135126,1.1204317808151245,1.150056004524231,0.8054358584687374,11,0,12078670.757007992,1
0.88223720116011,1.5894408226013184,1.5652698278427124,0.8465910917760212,6,1,4343286.730819472,1
0.7438626015619216,1.2215102910995483,1.2950888872146606,0.6945675880106806,9,1,10132372.06971408,1
0.7510265155060842,1.2972832918167114,1.083295464515686,0.7605278149063506,9,1,10874969.954461943,1
,,,0.830628497341741,11,0,8058958.2105798265,1
0.680870842870111,1.2027291059494019,0.7395525574684143,0.6737519032452236,11,1,12063277.749488344,1
0.7321705995630008,1.6783262491226196,1.6395025253295898,0.7176264566105163,7,1,10419845.624498691,1
0.7551059683739773,1.4475805759429932,1.5457013845443726,0.7589097775515338,13,0,5664846.677440131,1
,,,0.7241694922655975,9,0,15701164.654891051,1
,,,0.8502193905010327,16,0,10386622.91949142,1
0.6681749577574435,0.9969544410705566,1.0292885303497314,0.6506842598935716,11,0,8673600.173524516,1
0.8563109374330524,1.2081506252288818,1.1474206447601318,0.7969283225550409,10,0,2244472.181891435,1
0.7560777448048939,1.510174036026001,1.399482250213623,0.8437927772724153,4,1,7976993.2209318075,1
0.7777254068521835,1.3183127641677856,1.4473694562911987,0.7684732908356827,6,0,5505485.315057338,1
,,,0.9749531922863244,6,0,6632842.6268658,1
,,,0.9095953832088345,7,0,4272509.584663386,1
,,,0.7365687601399646,1,0,4684228.164863503,1
,,,0.7187449521467433,9,0,5171105.124835938,1
,,,0.8267090627421803,13,1,15764003.113214757,1
,,,0.7707369195115759,7,0,9392065.210937263,1
0.940406354343378,1.5510740280151367,1.4789328575134277,0.9366416446185295,10,1,9858216.164046342,1
,,,0.6778654568679753,4,0,10632543.344279602,1
,,,0.6532018031374021,9,1,13495789.114038203,1
,,,0.711761060792206,4,0,5600091.959739413,1
,,,0.8023674533781197,7,0,6605870.745804221,1
,,,0.7727065239542066,13,1,4923528.655966217,1
,,,0.8086543836194322,5,0,7553779.912896723,1
0.8240255952568818,1.3692082166671753,1.3215031623840332,0.787969080085403,20,1,3052139.4468576466,1
0.6850147954160104,1.4440048933029175,1.4049474000930786,0.6838151137423236,10,0,4817431.526089863,1
,,,0.7704809604063754,11,0,6324278.90522552,1
,,,0.7574207717034468,8,1,12184645.557411201,1
,,,0.9824995186132041,6,1,6911339.461063248,1
,,,0.7506862004481806,9,0,3955598.4674712,1
,,,0.8259227343093728,1,1,5910682.249414571,1
0.8354356513141229,1.4292709827423096,1.3995938301086426,0.8118785921812357,9,1,5997432.23065088,1
0.7569276438407032,1.1272116899490356,1.1754053831100464,0.714805563076165,11,0,2796610.148019921,1
0.6895592402239111,0.8757628798484802,0.9450482726097107,0.7144043841083911,11,1,9946110.244054606,1
0.6331456465156347,1.038552165031433,1.0982563495635986,0.6087312189700396,11,0,7664675.469390205,1
,,,0.7254906473293093,12,0,12853394.624145504,1
,,,0.6996970142374449,8,0,12504522.987550465,1
,,,0.7280516871020166,8,0,14525100.413780896,1
0.7555866908167792,1.1585816144943237,1.1224777698516846,0.7767106844555115,5,1,4689547.729178368,1
,,,0.7163476017113285,7,0,3421317.7759947996,1
,,,0.8262043385735419,8,0,5462223.815077564,1
,,,0.6479816266279318,10,1,7911331.285230825,1
,,,0.8521279633979739,5,0,7812255.725691654,1
,,,0.7067288408361554,8,0,10287405.231489236,1
,,,0.7794220282346349,8,1,9616543.329692744,1
,,,0.8857913323539988,5,0,12829727.053072408,1
,,,0.7577143990965487,5,1,8000650.892509964,1
0.8532900866516904,0.9474486112594604,0.9705290198326111,0.8214939732763172,13,0,8013886.517240215,1
,,,0.8369888112012687,8,0,4603222.719117553,1
,,,0.7297418398505306,8,0,8132918.751464814,1
,,,0.8301461946686632,9,0,4776422.868314949,1
0.8473455280034828,1.3391859531402588,1.355967402458191,0.8106945986669555,7,0,8741753.953522399,1
,,,0.6014971908252699,12,0,8845800.473733313,1
,,,0.5553848165759437,12,1,9617758.139142822,1
,,,0.6669305455322639,8,1,7397498.707652778,1
,,,0.6554932674184919,10,1,14432382.451311374,1
,,,0.877987156172149,6,0,10487114.106806532,1
,,,0.95149908903969,1,0,15905920.858412461,1
,,,0.8661707012773614,5,1,16101505.179875098,1
,,,0.8636876104863168,11,1,11561873.280696426,1
,,,0.6661131023126727,15,0,4126544.360250172,1
,,,0.7375329344277685,13,1,5873634.096721085,1
,,,0.7301974025028581,7,0,10014049.770697793,1
,,,0.7955651087678979,18,1,8906295.580184167,1
0.8106902067700632,1.302866816520691,1.287142038345337,0.8113194303179927,3,0,5583500.406225651,1
